11	3	2	2	4	.	.	.	.	.	.	.	.	4	3	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	0	4	2	2	.	.	.	.	3	4	.	.	.	.	1	.	.	4	.	.	0	.	.	1	.	.	0	.	.	0	.	.	1	.	.	3	3	3	5	.	.	.	.	.	.	.	.	2	2	5	5	3	5	.	.	.	.	.	.	.	.	.	.	.	.	5	.	.	2	.	.
12	3	5	2	5	.	.	.	.	.	.	.	.	4	4	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	1	.	.	.	.	4	4	.	.	.	.	.	.	.	4	.	.	0	.	.	1	.	.	0	.	.	0	.	.	1	.	.	1	4	4	.	.	.	.	.	.	.	.	.	3	3	3	.	3	3	.	.	.	.	.	.	.	.	.	.	.	.	3	.	.	2	.	.
13	1	4	4	3	.	.	.	.	.	.	.	.	4	3	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	1	1	4	4	.	.	.	.	4	4	.	.	.	.	0	.	.	3	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	2	.	.	4	.	.	.	.	.	.	.	.	5	2	5	5	5	3	.	.	.	.	.	.	.	.	.	.	.	.	3	.	.	2	.	.
14	3	2	2	5	.	.	.	.	.	.	.	.	2	3	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	.	.	.	.	4	3	.	.	.	.	.	.	.	4	.	.	0	.	.	1	.	.	0	.	.	0	.	.	1	.	.	3	3	3	5	.	.	.	.	.	.	.	.	1	3	3	2	3	3	.	.	.	.	.	.	.	.	.	.	.	.	4	.	.	3	.	.
15	4	5	4	3	4	5	5	4	4	5	3	4	3	2	2	2	3	2	0	0	0	1	0	0	0	0	0	0	0	1	1	2	3	4	1	1	1	3	4	3	2	2	1	2	1	0	1	4	4	4	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	.	.	4	5	4	2	4	4	3	2	1	4	2	2	3	.	3	.	2	2	3	3	2	2	2	2	3	2	2	3	3	3	3	2	2	2
16	2	2	2	3	2	2	2	4	3	2	2	3	3	2	3	2	3	3	0	0	0	1	0	0	0	0	0	0	0	1	0	1	4	4	4	4	3	5	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	.	4	3	5	.	4	5	5	3	4	4	5	5	5	5	5	5	5	3	5	5	3	5	5	5	5	5	3	3	5	4	3	3	1	2	2
17	2	2	2	5	.	.	.	.	.	.	.	.	3	1	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	.	.	.	.	4	5	.	.	.	.	.	.	.	2	.	.	0	.	.	0	.	.	1	.	.	0	.	.	0	.	.	4	3	4	5	.	.	.	.	.	.	.	.	3	3	5	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	3	.	.	2	.	.
18	2	2	2	5	.	.	.	.	.	.	.	.	2	2	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	1	2	3	3	.	.	.	.	4	4	.	.	.	.	1	.	.	3	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	4	4	4	5	.	.	.	.	.	.	.	.	.	5	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	3	.	.	2	.	.
19	3	5	1	3	.	.	.	.	.	.	.	.	2	3	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	0	1	4	3	.	.	.	.	4	5	.	.	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	4	4	4	4	.	.	.	.	.	.	.	.	3	3	3	3	5	5	.	.	.	.	.	.	.	.	.	.	.	.	4	.	.	2	.	.
20	3	5	5	3	4	4	3	2	4	4	5	3	3	3	5	4	5	.	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	4	3	3	3	3	2	3	1	1	3	3	.	.	0	.	4	4	.	0	0	.	1	1	.	0	0	.	0	0	0	1	1	3	3	3	4	.	1	1	3	.	2	3	4	.	3	.	2	2	.	2	2	2	2	3	3	3	3	.	3	2	.	4	4	3	3	4	2
21	1	1	2	5	1	2	2	3	3	4	4	3	3	3	.	1	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	3	1	3	5	3	4	3	.	1	1	1	1	1	1	1	4	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	2	4	4	5	.	3	1	5	.	3	2	3	5	2	5	3	3	5	3	5	3	3	.	5	2	2	2	2	3	.	5	1	3	2	1	3
22	3	4	3	5	2	3	5	2	3	4	4	4	3	3	3	2	4	2	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	3	3	2	3	3	3	3	3	2	.	.	1	.	4	2	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	.	1	3	3	2	3	3	3	3	2	4	2	3	2	.	.	3	3	4	4	4	.	.	3	.	5	.	.	3	5	4	4	3	1	3	3
23	3	4	1	5	.	.	.	.	.	.	.	.	.	4	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	0	2	.	.	.	.	.	.	.	2	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	.	.	.	1	.	5	.	.	.	.	.	.	.	.	2	3	.	.	5	5	.	.	.	.	.	.	.	.	.	.	.	.	5	.	.	2	.	.
24	2	2	2	2	4	4	4	3	3	2	2	3	5	3	2	3	3	3	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	3	3	3	4	4	3	3	2	2	3	2	1	1	1	4	4	4	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	.	4	4	5	.	3	3	4	2	3	3	5	3	3	5	.	5	2	.	3	.	.	.	.	3	3	5	.	.	2	3	3	3	2	2	2
25	4	5	5	4	2	5	4	3	4	5	5	4	5	2	3	3	4	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	3	3	2	4	3	2	3	2	3	3	3	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	4	2	3	2	4	2	2	2	4	3	2	3	3	2	3	3	2	3	3	5	4	3	2	2	3	2	.	3	3	3	2	2	1
26	3	5	4	4	.	.	.	.	.	.	.	.	3	4	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	3	.	.	.	.	2	3	.	.	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	2	4	4	1	.	.	.	.	.	.	.	.	2	2	5	5	5	2	.	.	.	.	.	.	.	.	.	.	.	.	4	.	.	1	.	.
27	3	4	4	4	.	.	.	.	.	.	.	.	2	2	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	4	.	.	.	.	3	3	.	.	.	.	1	.	.	3	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	3	3	3	3	.	.	.	.	.	.	.	.	3	5	5	5	5	3	.	.	.	.	.	.	.	.	.	.	.	.	3	.	.	1	.	.
28	3	4	5	5	2	2	2	3	.	.	.	.	5	3	1	.	.	.	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	3	3	3	.	.	2	4	4	3	.	.	1	0	.	1	1	.	1	1	.	0	0	.	0	0	.	0	0	.	1	1	.	1	4	2	5	.	4	3	4	.	.	.	.	3	3	5	5	5	5	3	3	.	3	.	.	.	.	.	.	.	.	5	3	.	3	1	.
29	3	2	4	5	5	2	2	2	5	2	4	3	2	3	1	1	3	3	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	4	4	4	4	4	3	4	4	4	4	0	1	0	4	4	4	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	3	3	4	5	.	4	4	5	2	3	4	5	2	5	5	2	2	5	5	5	5	3	3	5	3	3	5	3	3	3	3	2	3	2	1	1
30	3	2	4	5	.	.	.	.	.	.	.	.	2	4	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	0	5	4	1	.	.	.	.	3	2	.	.	.	.	0	.	.	2	.	.	0	.	.	0	.	.	1	.	.	0	.	.	0	.	.	2	3	3	3	.	.	.	.	.	.	.	.	3	3	3	5	3	2	.	.	.	.	.	.	.	.	.	.	.	.	5	.	.	2	.	.
31	4	5	4	2	4	5	3	3	4	5	5	3	4	4	4	3	3	3	0	0	0	1	0	0	0	0	0	0	0	1	1	1	4	1	4	3	3	3	5	3	2	2	2	2	1	1	1	1	3	4	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	3	3	3	4	3	2	2	3	2	3	3	5	3	3	3	2	3	5	2	2	.	.	2	2	2	2	2	3	2	5	4	4	3	1	3	3
32	2	3	4	3	3	.	4	3	3	2	4	3	3	2	3	3	2	2	1	0	0	1	0	0	0	0	0	0	0	1	0	1	3	4	3	3	3	4	4	4	4	4	4	4	0	1	1	2	4	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	3	4	4	5	4	4	4	5	4	3	3	4	3	4	.	5	4	4	3	3	6	5	.	3	3	3	5	5	.	.	3	3	2	1	2	2
33	3	2	4	3	.	.	.	.	2	4	4	4	2	2	.	.	3	3	0	0	0	1	0	0	0	0	0	0	0	1	1	4	3	2	.	.	2	1	3	2	.	.	3	3	0	.	0	3	.	1	0	.	1	0	.	0	0	.	0	1	.	0	0	.	1	3	3	2	2	.	.	.	.	4	4	5	4	2	3	5	5	5	3	.	.	.	.	.	.	3	3	5	5	5	.	4	.	2	2	.	1
34	2	2	1	5	.	.	.	.	.	.	.	.	3	1	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	.	.	.	.	5	5	.	.	.	.	1	.	.	3	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	5	5	3	5	.	.	.	.	.	.	.	.	3	3	4	5	3	3	.	.	.	.	.	.	.	.	.	.	.	.	5	.	.	3	.	.
35	3	4	4	5	3	4	2	2	.	.	.	.	3	2	.	2	.	.	1	1	0	1	0	0	0	0	0	0	0	1	1	1	3	1	5	2	.	.	4	5	5	5	.	.	1	1	.	1	1	.	1	1	.	0	0	.	0	0	.	0	0	.	1	1	.	5	2	3	4	4	4	4	5	.	.	.	.	3	5	3	2	2	3	.	.	5	3	3	.	.	.	.	.	.	.	4	.	.	1	2	.
36	4	5	3	5	4	5	3	5	3	5	5	5	4	1	3	1	2	2	1	0	0	1	0	0	0	0	0	0	0	1	1	1	4	1	4	4	4	1	5	4	4	4	4	4	1	1	1	2	1	4	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	4	3	2	4	4	3	5	5	4	4	4	3	3	2	1	3	2	5	3	2	2	.	.	5	3	3	5	3	2	6	1	2	2	2	1	1
37	4	5	3	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	1	0	0	0	0	0	0	0	0	1	5	1	1	.	.	.	.	3	5	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	.	.	.	2	.	1	.	.	.	.	.	.	.	.	.	2	2	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	2	.	.
38	5	.	5	4	3	3	5	5	.	.	.	.	1	1	.	.	.	.	0	0	0	0	1	0	0	0	0	0	0	1	0	3	5	1	3	5	.	.	3	.	.	.	.	.	1	0	.	3	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	0	.	.	.	.	.	.	5	.	5	.	.	.	.	.	.	.	5	.	.	.	5	4	.	.	5	.	.	.	.	.	.	4	5	.	2	1	.
39	2	2	2	3	1	2	1	3	3	1	2	2	4	1	5	4	5	4	0	0	1	0	1	0	0	0	0	0	0	1	1	2	1	4	3	2	3	3	3	4	3	4	2	5	0	0	0	2	3	3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	5	5	5	4	5	3	4	5	3	4	3	5	6	5	5	6	6	6	2	2	3	5	3	5	3	5	5	5	5	5	4	4	4	2	1	1
40	2	4	3	4	3	1	1	5	.	.	.	.	1	1	5	5	.	.	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	5	1	5	.	.	1	2	5	5	.	.	1	1	.	2	4	.	0	0	.	0	1	.	1	0	.	0	0	.	0	1	.	5	1	1	5	5	5	1	5	.	.	.	.	3	2	5	3	3	.	.	3	2	.	3	3	.	.	.	.	.	.	1	1	.	2	1	.
41	3	5	4	2	.	.	.	.	.	.	.	.	3	3	.	.	.	.	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	4	.	.	.	.	3	3	.	.	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	3	3	3	3	.	.	.	.	.	.	.	.	3	3	5	3	3	3	.	.	.	.	.	.	.	.	.	.	.	.	3	.	.	1	.	.
42	1	1	3	5	1	1	2	5	.	.	.	.	4	2	2	2	.	.	0	0	0	0	1	0	0	0	0	0	0	0	1	4	3	1	4	1	.	.	2	4	2	1	.	.	.	0	.	1	4	.	1	0	.	0	1	.	0	0	.	0	0	.	1	1	.	2	5	5	1	1	4	2	2	.	.	.	.	5	5	5	5	5	5	6	2	6	2	6	6	.	.	.	.	.	.	4	4	.	3	3	.
43	3	4	4	3	3	4	4	3	3	4	4	3	3	.	4	3	3	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2	3	3	2	2	3	3	3	3	3	3	3	3	1	1	0	3	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	.	3	3	3	2	3	.	3	3	3	3	3	3	3	3	4	4	4	1	1	2
44	4	2	1	2	.	.	.	.	.	.	.	.	2	1	.	.	.	.	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	5	.	.	.	.	4	5	.	.	.	.	0	.	.	4	.	.	0	.	.	1	.	.	0	.	.	0	.	.	1	.	.	5	5	5	5	.	.	.	.	.	.	.	.	3	.	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	3	.	.	2	.	.
45	3	2	5	5	3	5	4	4	3	5	4	5	3	5	3	3	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	2	3	2	2	3	3	5	3	3	1	1	.	1	2	3	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	3	2	2	2	3	2	1	1	3	3	3	2	2	5	5	5	5	3	2	3	3	3	2	2	2	2	3	2	2	4	1	5	2	3	5
46	3	4	5	5	5	2	3	5	3	2	5	3	3	5	5	5	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	2	1	5	3	1	3	2	2	3	3	3	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	2	3	2	4	1	5	2	1	3	4	3	3	3	3	2	5	4	3	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	2	1	3
47	4	3	5	2	2	4	4	3	4	4	4	4	.	2	3	2	2	2	0	0	0	0	1	0	0	0	0	0	0	1	1	3	3	4	2	3	2	2	3	3	1	2	3	3	1	1	0	4	4	4	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	4	2	3	2	3	3	2	3	4	3	4	3	2	2	4	4	4	.	5	3	3	2	3	5	3	2	3	2	3	5	1	4	3	2	2	2
48	3	4	1	3	3	2	2	4	.	.	.	.	3	3	4	3	.	.	1	0	0	0	1	0	0	0	0	0	0	0	1	4	5	4	3	4	.	.	3	3	3	4	.	.	0	0	.	4	1	.	0	1	.	1	0	.	0	0	.	0	0	.	1	1	.	5	3	4	4	5	4	5	5	.	.	.	.	6	5	5	5	5	5	5	5	5	6	5	5	.	.	.	.	.	.	3	4	.	2	1	.
49	4	5	3	5	3	1	3	5	4	5	5	1	5	.	5	5	5	5	0	0	0	0	1	0	0	0	0	0	0	1	0	4	1	2	1	3	3	3	1	1	1	1	2	3	.	1	1	4	3	4	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	3	1	1	3	1	1	1	.	3	1	3	4	3	3	2	2	3	3	3	5	6	5	5	2	2	2	2	2	2	2	5	5	3	1	2	3
50	5	5	5	4	3	2	4	4	.	.	.	.	5	5	5	2	.	.	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	1	3	3	.	.	2	1	3	4	.	.	1	1	.	1	1	.	1	1	.	0	0	.	0	0	.	0	0	.	1	1	.	2	2	1	3	3	4	4	5	.	.	.	.	2	3	3	3	3	3	3	3	5	5	5	3	.	.	.	.	.	.	4	3	.	2	1	.
51	5	5	3	3	3	4	5	5	3	2	5	3	3	3	3	3	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	5	4	3	4	3	4	4	2	4	3	3	3	4	1	0	1	4	4	4	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	3	3	3	3	3	4	2	3	3	4	4	1	3	5	4	3	4	3	3	5	5	3	5	5	3	3	3	5	5	5	3	3	2	5	5
52	3	1	1	1	.	.	.	.	.	.	.	.	5	5	.	.	.	.	0	0	0	0	1	0	0	0	0	0	0	0	1	6	5	5	.	.	.	.	5	5	.	.	.	.	1	.	.	4	.	.	0	.	.	1	.	.	0	.	.	0	.	.	1	.	.	1	5	5	5	.	.	.	.	.	.	.	.	3	6	5	5	6	.	.	.	.	.	.	.	.	.	.	.	.	.	5	.	.	3	.	.
53	3	4	3	2	2	2	3	3	.	.	.	.	5	.	5	2	.	.	0	0	0	0	1	0	0	0	0	0	0	0	1	4	4	5	3	2	.	.	1	3	3	3	.	.	1	1	.	4	4	.	0	0	.	1	1	.	0	0	.	0	0	.	1	1	.	2	3	1	5	5	3	5	5	.	.	.	.	2	3	3	2	2	5	3	3	3	4	3	.	.	.	.	.	.	.	2	5	.	2	1	.
54	2	2	2	3	2	2	4	3	2	4	2	3	3	3	4	3	3	2	0	0	0	0	1	0	0	0	0	0	0	1	1	4	4	3	3	3	3	2	4	4	5	4	4	3	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	4	4	4	5	3	3	4	4	3	3	4	4	3	3	5	5	5	5	3	3	5	3	5	5	3	3	3	.	3	.	3	5	3	2	2	1
55	2	2	2	2	3	4	4	3	.	.	.	.	3	2	5	5	.	.	1	0	0	0	1	0	0	0	0	0	0	1	1	3	4	4	3	4	.	.	4	4	2	3	.	.	1	1	.	1	1	.	1	1	.	0	0	.	0	0	.	0	0	.	1	1	.	4	4	3	4	3	3	4	4	.	.	.	.	2	3	5	3	5	5	3	3	3	2	3	3	.	.	.	.	.	.	3	5	.	3	3	.
56	3	2	4	4	3	2	5	4	2	2	2	4	2	5	4	4	1	3	0	0	0	0	1	0	0	0	0	0	0	1	1	5	5	2	2	4	4	2	5	5	2	5	4	5	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	2	2	5	4	2	5	5	5	4	4	3	5	2	2	5	3	5	5	2	2	5	2	5	.	5	5	5	5	5	5	5	4	3	2	1	1
57	5	2	4	3	3	1	1	1	1	2	4	3	4	3	5	4	5	5	0	0	0	0	1	0	0	0	0	0	0	1	0	5	4	4	4	3	1	1	3	4	4	3	3	3	1	1	.	.	2	1	.	0	1	.	0	0	.	1	0	.	0	0	0	0	1	1	4	2	5	4	5	5	5	3	5	5	3	3	5	3	5	3	5	6	3	5	6	5	5	5	6	3	5	6	6	5	5	4	3	4	3
58	5	2	4	2	5	2	5	1	5	2	1	3	.	.	3	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	2	2	2	3	3	3	.	.	2	3	3	3	1	1	0	3	4	4	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	.	1	.	5	1	2	1	2	3	3	3	4	.	5	.	.	.	.	6	6	5	5	3	5	5	5	5	5	5	5	1	3	3	2	4	1
59	5	5	3	4	5	5	3	3	5	5	5	5	5	5	5	4	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	2	3	2	5	1	1	2	2	1	1	1	1	1	1	4	4	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	3	3	3	3	3	2	5	2	2	2	2	2	2	5	5	5	1	4	5
60	3	5	3	5	2	4	5	5	2	2	5	4	.	.	5	5	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	5	2	3	5	3	1	3	2	2	2	2	0	1	0	4	3	4	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	3	.	.	2	2	2	2	1	1	4	2	2	3	3	4	3	.	.	3	5	5	2	3	3	5	5	3	5	5	5	5	5	5	3	5	5
61	1	2	4	3	1	1	1	1	2	2	1	1	5	3	4	1	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	5	3	3	4	4	1	5	3	3	3	3	5	5	1	0	0	4	4	4	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	5	4	3	5	3	4	4	5	5	5	5	5	.	5	3	5	6	6	.	5	2	5	.	.	6	6	6	5	3	6	5	4	3	2	4	3
62	4	4	4	3	3	4	5	2	4	5	3	3	4	4	4	2	5	4	0	0	0	0	1	0	0	0	0	0	0	1	0	2	5	5	4	3	3	4	3	3	3	3	2	3	1	1	1	1	4	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	.	3	3	4	2	3	3	5	1	2	1	3	3	3	2	2	3	3	5	3	4	4	4	3	2	2	3	5	3	3	4	3	4	1	3	3
63	3	2	5	5	2	2	3	4	2	2	3	2	1	1	2	2	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	2	4	5	5	2	4	2	1	4	3	0	.	1	4	3	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	2	2	2	2	1	3	1	2	2	5	4	3	.	3	6	5	.	.	3	3	5	5	5	3	5	2	5	5	2	5	5	5	4	2	1	3
64	5	5	3	3	5	4	4	3	.	.	.	.	3	3	4	5	.	.	0	0	0	0	1	0	0	0	0	0	0	1	0	6	4	4	2	5	.	.	3	3	3	1	.	.	.	1	.	1	1	.	1	1	.	0	0	.	0	0	.	0	0	.	1	1	.	4	1	4	5	1	3	3	3	.	.	.	.	2	2	2	5	2	2	3	3	2	3	3	2	.	.	.	.	.	.	4	3	.	1	3	.
65	3	4	3	5	.	.	.	.	.	.	.	.	4	4	.	.	.	.	1	0	0	0	1	0	0	0	0	0	0	1	1	4	3	1	.	.	.	.	3	4	.	.	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	2	4	.	5	.	.	.	.	.	.	.	.	2	3	5	3	2	3	.	.	.	.	.	.	.	.	.	.	.	.	4	.	.	2	.	.
66	3	4	4	5	3	4	4	3	3	4	4	3	4	4	3	3	3	3	0	0	0	0	1	0	0	0	0	0	0	1	1	4	1	4	3	3	2	4	3	4	3	3	3	3	.	.	1	3	4	4	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	3	4	3	3	3	3	4	3	3	3	3	3	5	3	.	2	5	5	3	3	3	2	3	3	3	3	3	2	3	3	5	4	3	1	3	3
67	2	2	2	3	.	.	.	.	.	.	.	.	2	1	.	.	.	.	0	0	0	0	1	0	0	0	0	0	0	0	1	6	1	5	.	.	.	.	2	4	.	.	.	.	.	.	.	3	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	3	5	5	5	.	.	.	.	.	.	.	.	5	5	6	.	5	3	.	.	.	.	.	.	.	.	.	.	.	.	4	.	.	2	.	.
68	3	3	3	4	.	.	.	.	.	.	.	.	5	5	.	.	.	.	1	0	0	0	1	0	0	0	0	0	0	0	1	4	1	1	.	.	.	.	2	2	.	.	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	2	2	1	1	.	.	.	.	.	.	.	.	5	5	2	5	4	5	.	.	.	.	.	.	.	.	.	.	.	.	5	.	.	3	.	.
